QBER,Key_Length,Errors,Attack
2.3483365949119372,511,12,0
2.835538752362949,529,15,0
0.9242144177449169,541,5,0
3.326810176125244,511,17,0
2.10727969348659,522,11,0
1.8518518518518516,540,10,0
3.1372549019607843,510,16,0
2.4896265560165975,482,12,0
1.6728624535315983,538,9,0
2.803738317757009,535,15,0
1.855287569573284,539,10,0
2.3856858846918487,503,12,0
3.474903474903475,518,18,0
1.727447216890595,521,9,0
1.5296367112810707,523,8,0
1.2939001848428837,541,7,0
1.7964071856287425,501,9,0
2.9182879377431905,514,15,0
3.0425963488843815,493,15,0
0.0,516,0,0
4.637096774193548,496,23,0
1.2244897959183674,490,6,0
3.0360531309297913,527,16,0
0.74487895716946,537,4,0
1.6917293233082706,532,9,0
1.5655577299412915,511,8,0
2.10727969348659,522,11,0
0.0,510,0,0
0.819672131147541,488,4,0
0.8247422680412372,485,4,0
0.7827788649706457,511,4,0
1.7647058823529411,510,9,0
1.5238095238095237,525,8,0
1.2219959266802443,491,6,0
4.133858267716536,508,21,0
1.364522417153996,513,7,0
1.5717092337917484,509,8,0
2.935420743639922,511,15,0
0.5893909626719057,509,3,0
0.9541984732824428,524,5,0
1.7307692307692308,520,9,0
0.78125,512,4,0
1.3358778625954197,524,7,0
1.949317738791423,513,10,0
2.8455284552845526,492,14,0
1.303538175046555,537,7,0
1.6,500,8,0
2.5193798449612403,516,13,0
1.4732965009208103,543,8,0
0.594059405940594,505,3,0
1.3916500994035785,503,7,0
0.5882352941176471,510,3,0
2.1032504780114722,523,11,0
1.3435700575815739,521,7,0
1.2269938650306749,489,6,0
1.3806706114398422,507,7,0
3.6968576709796674,541,20,0
2.2263450834879404,539,12,0
0.9541984732824428,524,5,0
2.676864244741874,523,14,0
2.3952095808383236,501,12,0
0.8016032064128256,499,4,0
1.727447216890595,521,9,0
2.7722772277227725,505,14,0
2.941176470588235,544,16,0
2.48565965583174,523,13,0
1.1013215859030838,454,5,0
1.675977653631285,537,9,0
2.1153846153846154,520,11,0
0.5836575875486382,514,3,0
3.985507246376811,552,22,0
2.9182879377431905,514,15,0
0.4098360655737705,488,2,0
1.6736401673640167,478,8,0
2.312138728323699,519,12,0
1.996007984031936,501,10,0
0.8064516129032258,496,4,0
1.002004008016032,499,5,0
1.3725490196078431,510,7,0
2.152641878669276,511,11,0
1.5384615384615385,520,8,0
3.386454183266932,502,17,0
1.3671875,512,7,0
1.3435700575815739,521,7,0
1.7964071856287425,501,9,0
3.4220532319391634,526,18,0
1.3618677042801557,514,7,0
3.11284046692607,514,16,0
1.002004008016032,499,5,0
1.2121212121212122,495,6,0
1.9569471624266144,511,10,0
1.3539651837524178,517,7,0
1.3618677042801557,514,7,0
2.5878003696857674,541,14,0
2.10727969348659,522,11,0
0.5703422053231939,526,3,0
0.411522633744856,486,2,0
3.0181086519114686,497,15,0
1.1976047904191618,501,6,0
1.0752688172043012,465,5,0
1.7786561264822136,506,9,0
1.5355086372360844,521,8,0
1.9305019305019304,518,10,0
1.1695906432748537,513,6,0
0.5813953488372093,516,3,0
2.1032504780114722,523,11,0
0.186219739292365,537,1,0
0.9652509652509652,518,5,0
3.413654618473896,498,17,0
0.9596928982725527,521,5,0
1.5717092337917484,509,8,0
2.4761904761904763,525,13,0
1.0266940451745379,487,5,0
1.5904572564612325,503,8,0
1.520912547528517,526,8,0
3.3797216699801194,503,17,0
1.8367346938775513,490,9,0
1.2962962962962963,540,7,0
0.9823182711198428,509,5,0
2.371541501976284,506,12,0
1.1029411764705883,544,6,0
1.0162601626016259,492,5,0
1.4256619144602851,491,7,0
1.3972055888223553,501,7,0
1.402805611222445,499,7,0
1.680672268907563,476,8,0
3.762376237623762,505,19,0
1.5414258188824663,519,8,0
0.9803921568627451,510,5,0
0.19801980198019803,505,1,0
1.1583011583011582,518,6,0
1.4492753623188406,483,7,0
2.4390243902439024,533,13,0
0.9523809523809524,525,5,0
1.2121212121212122,495,6,0
1.1650485436893203,515,6,0
1.3671875,512,7,0
2.2540983606557377,488,11,0
1.5717092337917484,509,8,0
2.4390243902439024,492,12,0
2.5048169556840074,519,13,0
2.0754716981132075,530,11,0
2.2357723577235773,492,11,0
1.3257575757575757,528,7,0
1.968503937007874,508,10,0
1.3207547169811322,530,7,0
0.9689922480620154,516,5,0
1.8672199170124482,482,9,0
0.39447731755424065,507,2,0
2.2641509433962264,530,12,0
0.9259259259259258,540,5,0
1.8367346938775513,490,9,0
3.8,500,19,0
2.1235521235521233,518,11,0
3.2319391634980987,526,17,0
1.8036072144288577,499,9,0
0.6012024048096193,499,3,0
3.5785288270377733,503,18,0
0.19880715705765406,503,1,0
2.044989775051125,489,10,0
0.992063492063492,504,5,0
1.002004008016032,499,5,0
2.0746887966804977,482,10,0
0.3898635477582846,513,2,0
0.796812749003984,502,4,0
2.7559055118110236,508,14,0
1.1428571428571428,525,6,0
1.782178217821782,505,9,0
2.6168224299065423,535,14,0
0.199203187250996,502,1,0
1.3565891472868217,516,7,0
1.1428571428571428,525,6,0
1.257861635220126,477,6,0
2.380952380952381,504,12,0
1.3725490196078431,510,7,0
0.7575757575757576,528,4,0
1.5968063872255487,501,8,0
1.4256619144602851,491,7,0
1.6096579476861168,497,8,0
2.1653543307086616,508,11,0
0.3883495145631068,515,2,0
3.4343434343434343,495,17,0
0.7366482504604052,543,4,0
